Date,PUMP_PRICE_ULSP,PUMP_PRICE_ULSD,DUTY_RATE_ULSP,DUTY_RATE_ULSD,VAT_PERC_ULSP,VAT_PERC_ULSD
09/06/2003,74.59,76.77,45.82,45.82,17.5,17.5
16/06/2003,74.47,76.69,45.82,45.82,17.5,17.5
23/06/2003,74.42,76.62,45.82,45.82,17.5,17.5
30/06/2003,74.35,76.51,45.82,45.82,17.5,17.5
07/07/2003,74.28,76.46,45.82,45.82,17.5,17.5
14/07/2003,74.21,76.41,45.82,45.82,17.5,17.5
21/07/2003,75.07,76.9,45.82,45.82,17.5,17.5
28/07/2003,75.1,76.86,45.82,45.82,17.5,17.5
04/08/2003,75.12,76.81,45.82,45.82,17.5,17.5
11/08/2003,75.44,77.08,45.82,45.82,17.5,17.5
18/08/2003,75.81,77.44,45.82,45.82,17.5,17.5
26/08/2003,76.05,77.68,45.82,45.82,17.5,17.5
01/09/2003,76.13,77.59,45.82,45.82,17.5,17.5
08/09/2003,76.23,77.67,45.82,45.82,17.5,17.5
15/09/2003,76.2,77.63,45.82,45.82,17.5,17.5
22/09/2003,76.15,77.55,45.82,45.82,17.5,17.5
29/09/2003,76.08,77.53,45.82,45.82,17.5,17.5
06/10/2003,76.43,77.66,47.1,47.1,17.5,17.5
13/10/2003,75.9,77.43,47.1,47.1,17.5,17.5
20/10/2003,76.05,77.54,47.1,47.1,17.5,17.5
27/10/2003,76,77.51,47.1,47.1,17.5,17.5
03/11/2003,76,77.52,47.1,47.1,17.5,17.5
10/11/2003,75.94,77.47,47.1,47.1,17.5,17.5
17/11/2003,75.93,77.52,47.1,47.1,17.5,17.5
24/11/2003,76.02,77.67,47.1,47.1,17.5,17.5
01/12/2003,76,77.66,47.1,47.1,17.5,17.5
08/12/2003,75.97,77.63,47.1,47.1,17.5,17.5
15/12/2003,75.96,77.62,47.1,47.1,17.5,17.5
22/12/2003,75.92,77.61,47.1,47.1,17.5,17.5
29/12/2003,75.94,77.6,47.1,47.1,17.5,17.5
05/01/2004,75.88,77.54,47.1,47.1,17.5,17.5
12/01/2004,75.9,77.54,47.1,47.1,17.5,17.5
19/01/2004,76.36,78.06,47.1,47.1,17.5,17.5
26/01/2004,76.44,78.08,47.1,47.1,17.5,17.5
02/02/2004,76.48,78.13,47.1,47.1,17.5,17.5
09/02/2004,76.5,77.98,47.1,47.1,17.5,17.5
16/02/2004,76.44,78,47.1,47.1,17.5,17.5
23/02/2004,76.38,77.93,47.1,47.1,17.5,17.5
01/03/2004,76.32,77.87,47.1,47.1,17.5,17.5
08/03/2004,76.73,78.25,47.1,47.1,17.5,17.5
15/03/2004,77.39,78.8,47.1,47.1,17.5,17.5
22/03/2004,77.44,78.92,47.1,47.1,17.5,17.5
29/03/2004,77.59,79.01,47.1,47.1,17.5,17.5
05/04/2004,77.86,79.23,47.1,47.1,17.5,17.5
12/04/2004,77.88,79.27,47.1,47.1,17.5,17.5
19/04/2004,78.04,79.43,47.1,47.1,17.5,17.5
26/04/2004,78.4,79.75,47.1,47.1,17.5,17.5
04/05/2004,79.28,80.64,47.1,47.1,17.5,17.5
10/05/2004,80.3,81.68,47.1,47.1,17.5,17.5
17/05/2004,81.49,82.83,47.1,47.1,17.5,17.5
24/05/2004,82.13,83.48,47.1,47.1,17.5,17.5
31/05/2004,82.35,83.61,47.1,47.1,17.5,17.5
07/06/2004,82.44,83.65,47.1,47.1,17.5,17.5
14/06/2004,81.54,82.6,47.1,47.1,17.5,17.5
21/06/2004,81.04,82.09,47.1,47.1,17.5,17.5
28/06/2004,80.41,81.04,47.1,47.1,17.5,17.5
05/07/2004,79.87,80.51,47.1,47.1,17.5,17.5
12/07/2004,80.34,81.05,47.1,47.1,17.5,17.5
19/07/2004,80.84,81.68,47.1,47.1,17.5,17.5
26/07/2004,80.87,81.7,47.1,47.1,17.5,17.5
02/08/2004,80.86,81.79,47.1,47.1,17.5,17.5
09/08/2004,81.18,82.14,47.1,47.1,17.5,17.5
16/08/2004,81.25,82.33,47.1,47.1,17.5,17.5
23/08/2004,81.51,82.82,47.1,47.1,17.5,17.5
31/08/2004,81.53,82.89,47.1,47.1,17.5,17.5
06/09/2004,81.37,82.92,47.1,47.1,17.5,17.5
13/09/2004,81.31,82.91,47.1,47.1,17.5,17.5
20/09/2004,81.28,83.03,47.1,47.1,17.5,17.5
27/09/2004,81.63,83.46,47.1,47.1,17.5,17.5
04/10/2004,82.05,83.84,47.1,47.1,17.5,17.5
11/10/2004,83.11,85.01,47.1,47.1,17.5,17.5
18/10/2004,83.35,85.34,47.1,47.1,17.5,17.5
25/10/2004,83.94,86.03,47.1,47.1,17.5,17.5
01/11/2004,84.27,86.42,47.1,47.1,17.5,17.5
08/11/2004,84.34,86.54,47.1,47.1,17.5,17.5
15/11/2004,84.26,86.42,47.1,47.1,17.5,17.5
22/11/2004,81.46,85.17,47.1,47.1,17.5,17.5
29/11/2004,84.17,86.36,47.1,47.1,17.5,17.5
06/12/2004,84.06,86.4,47.1,47.1,17.5,17.5
13/12/2004,82.73,85.98,47.1,47.1,17.5,17.5
20/12/2004,81.46,85.17,47.1,47.1,17.5,17.5
27/12/2004,81.2,85.14,47.1,47.1,17.5,17.5
03/01/2005,81.17,85.12,47.1,47.1,17.5,17.5
10/01/2005,79.84,84.87,47.1,47.1,17.5,17.5
17/01/2005,78.93,83.94,47.1,47.1,17.5,17.5
24/01/2005,78.93,83.87,47.1,47.1,17.5,17.5
31/01/2005,79.54,84.23,47.1,47.1,17.5,17.5
07/02/2005,79.84,84.27,47.1,47.1,17.5,17.5
14/02/2005,80.03,84.32,47.1,47.1,17.5,17.5
21/02/2005,80.15,84.36,47.1,47.1,17.5,17.5
28/02/2005,80.45,84.65,47.1,47.1,17.5,17.5
07/03/2005,81.16,85.64,47.1,47.1,17.5,17.5
14/03/2005,81.64,86.11,47.1,47.1,17.5,17.5
21/03/2005,82.7,87.06,47.1,47.1,17.5,17.5
28/03/2005,83.4,87.68,47.1,47.1,17.5,17.5
04/04/2005,83.91,88.3,47.1,47.1,17.5,17.5
11/04/2005,85.61,89.82,47.1,47.1,17.5,17.5
18/04/2005,85.63,89.8,47.1,47.1,17.5,17.5
25/04/2005,85.51,89.62,47.1,47.1,17.5,17.5
02/05/2005,85.44,89.3,47.1,47.1,17.5,17.5
09/05/2005,85.36,89.46,47.1,47.1,17.5,17.5
16/05/2005,85.27,89.4,47.1,47.1,17.5,17.5
23/05/2005,84.77,89,47.1,47.1,17.5,17.5
30/05/2005,84.18,88.39,47.1,47.1,17.5,17.5
06/06/2005,84.01,88.23,47.1,47.1,17.5,17.5
13/06/2005,84.99,88.96,47.1,47.1,17.5,17.5
20/06/2005,85.52,89.54,47.1,47.1,17.5,17.5
27/06/2005,86.73,90.27,47.1,47.1,17.5,17.5
04/07/2005,87.49,91,47.1,47.1,17.5,17.5
11/07/2005,87.73,91.89,47.1,47.1,17.5,17.5
18/07/2005,88.55,92.67,47.1,47.1,17.5,17.5
25/07/2005,89,93.03,47.1,47.1,17.5,17.5
01/08/2005,89.25,93.26,47.1,47.1,17.5,17.5
08/08/2005,89.67,93.63,47.1,47.1,17.5,17.5
15/08/2005,90.56,94.5,47.1,47.1,17.5,17.5
22/08/2005,90.77,94.68,47.1,47.1,17.5,17.5
29/08/2005,91.42,95.33,47.1,47.1,17.5,17.5
05/09/2005,94.37,97.19,47.1,47.1,17.5,17.5
12/09/2005,95.07,97.89,47.1,47.1,17.5,17.5
19/09/2005,94.41,97.32,47.1,47.1,17.5,17.5
26/09/2005,93.33,96.27,47.1,47.1,17.5,17.5
03/10/2005,93.51,96.61,47.1,47.1,17.5,17.5
10/10/2005,94.25,97.05,47.1,47.1,17.5,17.5
17/10/2005,94.14,97,47.1,47.1,17.5,17.5
24/10/2005,93.47,96.8,47.1,47.1,17.5,17.5
31/10/2005,92.79,96.57,47.1,47.1,17.5,17.5
07/11/2005,92.47,96.59,47.1,47.1,17.5,17.5
14/11/2005,90.53,94.92,47.1,47.1,17.5,17.5
21/11/2005,88.61,93.22,47.1,47.1,17.5,17.5
28/11/2005,87.35,91.8,47.1,47.1,17.5,17.5
05/12/2005,87.35,91.8,47.1,47.1,17.5,17.5
12/12/2005,87.2,91.48,47.1,47.1,17.5,17.5
19/12/2005,87.56,91.83,47.1,47.1,17.5,17.5
26/12/2005,87.88,92.12,47.1,47.1,17.5,17.5
02/01/2006,88.03,92.27,47.1,47.1,17.5,17.5
09/01/2006,88.56,92.94,47.1,47.1,17.5,17.5
16/01/2006,89.01,93.19,47.1,47.1,17.5,17.5
23/01/2006,89.55,93.62,47.1,47.1,17.5,17.5
30/01/2006,89.88,93.93,47.1,47.1,17.5,17.5
06/02/2006,89.73,93.85,47.1,47.1,17.5,17.5
13/02/2006,89.65,93.77,47.1,47.1,17.5,17.5
20/02/2006,89.6,93.75,47.1,47.1,17.5,17.5
27/02/2006,89.51,93.69,47.1,47.1,17.5,17.5
06/03/2006,89.37,93.63,47.1,47.1,17.5,17.5
13/03/2006,89.55,93.85,47.1,47.1,17.5,17.5
20/03/2006,90.19,94.42,47.1,47.1,17.5,17.5
27/03/2006,91.16,94.95,47.1,47.1,17.5,17.5
03/04/2006,91.78,95.64,47.1,47.1,17.5,17.5
10/04/2006,92.77,96.4,47.1,47.1,17.5,17.5
18/04/2006,94.23,97.64,47.1,47.1,17.5,17.5
24/04/2006,95.35,98.5,47.1,47.1,17.5,17.5
01/05/2006,96.13,98.9,47.1,47.1,17.5,17.5
08/05/2006,96.46,98.9,47.1,47.1,17.5,17.5
15/05/2006,96.39,98.74,47.1,47.1,17.5,17.5
22/05/2006,96.1,98.5,47.1,47.1,17.5,17.5
29/05/2006,95.36,97.69,47.1,47.1,17.5,17.5
05/06/2006,95.24,97.55,47.1,47.1,17.5,17.5
12/06/2006,95.49,97.75,47.1,47.1,17.5,17.5
19/06/2006,95.44,97.77,47.1,47.1,17.5,17.5
26/06/2006,94.97,97.36,47.1,47.1,17.5,17.5
03/07/2006,95.27,97.6,47.1,47.1,17.5,17.5
10/07/2006,95.69,97.99,47.1,47.1,17.5,17.5
17/07/2006,96.88,98.74,47.1,47.1,17.5,17.5
24/07/2006,97.78,99.41,47.1,47.1,17.5,17.5
31/07/2006,97.83,99.41,47.1,47.1,17.5,17.5
07/08/2006,98.05,99.57,47.1,47.1,17.5,17.5
14/08/2006,97.82,99.45,47.1,47.1,17.5,17.5
21/08/2006,95.74,97.93,47.1,47.1,17.5,17.5
28/08/2006,94.4,96.67,47.1,47.1,17.5,17.5
04/09/2006,92.88,95.92,47.1,47.1,17.5,17.5
11/09/2006,91.48,95.34,47.1,47.1,17.5,17.5
18/09/2006,89.78,94.95,47.1,47.1,17.5,17.5
25/09/2006,88.2,93.51,47.1,47.1,17.5,17.5
02/10/2006,86.95,92.13,47.1,47.1,17.5,17.5
09/10/2006,86.6,91.74,47.1,47.1,17.5,17.5
16/10/2006,85.91,91.59,47.1,47.1,17.5,17.5
23/10/2006,85.74,91.22,47.1,47.1,17.5,17.5
30/10/2006,85.6,91.17,47.1,47.1,17.5,17.5
06/11/2006,85.54,91.12,47.1,47.1,17.5,17.5
13/11/2006,85.49,91.15,47.1,47.1,17.5,17.5
20/11/2006,85.45,91.17,47.1,47.1,17.5,17.5
27/11/2006,85.47,91.17,47.1,47.1,17.5,17.5
04/12/2006,85.46,91.5,47.1,47.1,17.5,17.5
11/12/2006,87.44,92.96,48.35,48.35,17.5,17.5
18/12/2006,87.7,93.26,48.35,48.35,17.5,17.5
25/12/2006,87.9,93.41,48.35,48.35,17.5,17.5
01/01/2007,87.85,93.4,48.35,48.35,17.5,17.5
08/01/2007,87.66,93.11,48.35,48.35,17.5,17.5
15/01/2007,87.1,91.55,48.35,48.35,17.5,17.5
22/01/2007,86.28,90.45,48.35,48.35,17.5,17.5
29/01/2007,85.66,89.7,48.35,48.35,17.5,17.5
05/02/2007,85.62,89.63,48.35,48.35,17.5,17.5
12/02/2007,86.12,90.11,48.35,48.35,17.5,17.5
19/02/2007,86.6,90.55,48.35,48.35,17.5,17.5
26/02/2007,87.07,91.02,48.35,48.35,17.5,17.5
05/03/2007,87.74,91.59,48.35,48.35,17.5,17.5
12/03/2007,88.48,92.17,48.35,48.35,17.5,17.5
19/03/2007,88.93,92.61,48.35,48.35,17.5,17.5
26/03/2007,89.32,92.91,48.35,48.35,17.5,17.5
02/04/2007,90.47,93.9,48.35,48.35,17.5,17.5
10/04/2007,91.18,94.33,48.35,48.35,17.5,17.5
16/04/2007,91.99,94.86,48.35,48.35,17.5,17.5
23/04/2007,92.93,95.39,48.35,48.35,17.5,17.5
30/04/2007,93.45,95.71,48.35,48.35,17.5,17.5
07/05/2007,94.43,96.12,48.35,48.35,17.5,17.5
14/05/2007,95.07,96.47,48.35,48.35,17.5,17.5
21/05/2007,95.71,96.69,48.35,48.35,17.5,17.5
28/05/2007,96.16,96.99,48.35,48.35,17.5,17.5
04/06/2007,96.51,97.19,48.35,48.35,17.5,17.5
11/06/2007,96.61,97.2,48.35,48.35,17.5,17.5
18/06/2007,96.56,97.11,48.35,48.35,17.5,17.5
25/06/2007,96.54,97.12,48.35,48.35,17.5,17.5
02/07/2007,96.36,96.89,48.35,48.35,17.5,17.5
09/07/2007,96.2,96.78,48.35,48.35,17.5,17.5
16/07/2007,96.21,96.79,48.35,48.35,17.5,17.5
23/07/2007,96.23,96.83,48.35,48.35,17.5,17.5
30/07/2007,96.2,96.77,48.35,48.35,17.5,17.5
06/08/2007,96.15,96.72,48.35,48.35,17.5,17.5
13/08/2007,96,96.7,48.35,48.35,17.5,17.5
20/08/2007,95.31,96.59,48.35,48.35,17.5,17.5
27/08/2007,95,96.37,48.35,48.35,17.5,17.5
03/09/2007,94.8,96.37,48.35,48.35,17.5,17.5
10/09/2007,94.63,96.34,48.35,48.35,17.5,17.5
17/09/2007,94.65,96.45,48.35,48.35,17.5,17.5
24/09/2007,94.91,96.9,48.35,48.35,17.5,17.5
01/10/2007,96.39,98.51,50.35,50.35,17.5,17.5
08/10/2007,97.14,99.1,50.35,50.35,17.5,17.5
15/10/2007,97.19,99.18,50.35,50.35,17.5,17.5
22/10/2007,97.81,99.89,50.35,50.35,17.5,17.5
29/10/2007,98.26,100.69,50.35,50.35,17.5,17.5
05/11/2007,99.36,102.16,50.35,50.35,17.5,17.5
12/11/2007,100.74,104.17,50.35,50.35,17.5,17.5
19/11/2007,101.47,105.28,50.35,50.35,17.5,17.5
26/11/2007,102.13,106.25,50.35,50.35,17.5,17.5
03/12/2007,102.58,107.19,50.35,50.35,17.5,17.5
10/12/2007,102.67,107.47,50.35,50.35,17.5,17.5
17/12/2007,102.6,107.56,50.35,50.35,17.5,17.5
24/12/2007,102.53,107.5,50.35,50.35,17.5,17.5
31/12/2007,102.66,107.61,50.35,50.35,17.5,17.5
07/01/2008,103.37,108.29,50.35,50.35,17.5,17.5
14/01/2008,103.82,108.77,50.35,50.35,17.5,17.5
21/01/2008,104.22,109.09,50.35,50.35,17.5,17.5
28/01/2008,104.22,109.11,50.35,50.35,17.5,17.5
04/02/2008,104.03,108.99,50.35,50.35,17.5,17.5
11/02/2008,103.67,108.86,50.35,50.35,17.5,17.5
18/02/2008,103.7,108.99,50.35,50.35,17.5,17.5
25/02/2008,104.65,110.21,50.35,50.35,17.5,17.5
03/03/2008,105.24,110.9,50.35,50.35,17.5,17.5
10/03/2008,105.96,112.23,50.35,50.35,17.5,17.5
17/03/2008,106.41,113.08,50.35,50.35,17.5,17.5
24/03/2008,106.9,114.4,50.35,50.35,17.5,17.5
31/03/2008,107.1,114.79,50.35,50.35,17.5,17.5
07/04/2008,107.24,115.47,50.35,50.35,17.5,17.5
14/04/2008,107.61,116.51,50.35,50.35,17.5,17.5
21/04/2008,108.57,118.06,50.35,50.35,17.5,17.5
28/04/2008,109.5,119.1,50.35,50.35,17.5,17.5
05/05/2008,110.3,120.37,50.35,50.35,17.5,17.5
12/05/2008,111.04,121.49,50.35,50.35,17.5,17.5
19/05/2008,112.96,124.5,50.35,50.35,17.5,17.5
26/05/2008,114.79,127.21,50.35,50.35,17.5,17.5
02/06/2008,116.03,128.82,50.35,50.35,17.5,17.5
09/06/2008,116.86,129.68,50.35,50.35,17.5,17.5
16/06/2008,117.69,130.66,50.35,50.35,17.5,17.5
23/06/2008,118.44,131.45,50.35,50.35,17.5,17.5
30/06/2008,118.84,132.03,50.35,50.35,17.5,17.5
07/07/2008,119.28,132.55,50.35,50.35,17.5,17.5
14/07/2008,119.44,132.87,50.35,50.35,17.5,17.5
21/07/2008,119.4,132.89,50.35,50.35,17.5,17.5
28/07/2008,116.91,130.71,50.35,50.35,17.5,17.5
04/08/2008,115.06,128.19,50.35,50.35,17.5,17.5
11/08/2008,113.92,126.2,50.35,50.35,17.5,17.5
18/08/2008,112.22,124.1,50.35,50.35,17.5,17.5
25/08/2008,112.02,123.74,50.35,50.35,17.5,17.5
01/09/2008,112.2,123.89,50.35,50.35,17.5,17.5
08/09/2008,112.55,124.2,50.35,50.35,17.5,17.5
15/09/2008,112.51,124.14,50.35,50.35,17.5,17.5
22/09/2008,110.81,122.61,50.35,50.35,17.5,17.5
29/09/2008,109.85,121.65,50.35,50.35,17.5,17.5
06/10/2008,109.45,121.14,50.35,50.35,17.5,17.5
13/10/2008,107.04,118.42,50.35,50.35,17.5,17.5
20/10/2008,102.66,114.31,50.35,50.35,17.5,17.5
27/10/2008,98.62,111.01,50.35,50.35,17.5,17.5
03/11/2008,97.4,109.87,50.35,50.35,17.5,17.5
10/11/2008,95.89,109.13,50.35,50.35,17.5,17.5
17/11/2008,94.83,108.73,50.35,50.35,17.5,17.5
24/11/2008,92.79,107.78,50.35,50.35,17.5,17.5
01/12/2008,91.47,106.56,52.35,52.35,15,15
08/12/2008,90.16,104.87,52.35,52.35,15,15
15/12/2008,89.07,101.24,52.35,52.35,15,15
22/12/2008,88.01,99.94,52.35,52.35,15,15
29/12/2008,87.34,99.17,52.35,52.35,15,15
05/01/2009,85.42,97.57,52.35,52.35,15,15
12/01/2009,86.02,98.32,52.35,52.35,15,15
19/01/2009,86.19,98.45,52.35,52.35,15,15
26/01/2009,87.42,99.39,52.35,52.35,15,15
02/02/2009,88.16,99.82,52.35,52.35,15,15
09/02/2009,89.28,100.31,52.35,52.35,15,15
16/02/2009,90.12,100.86,52.35,52.35,15,15
23/02/2009,90.33,100.81,52.35,52.35,15,15
02/03/2009,90.28,100.64,52.35,52.35,15,15
09/03/2009,90.15,100.03,52.35,52.35,15,15
16/03/2009,90.16,100,52.35,52.35,15,15
23/03/2009,90.16,99.52,52.35,52.35,15,15
30/03/2009,91.35,99.98,52.35,52.35,15,15
06/04/2009,93.72,102.14,54.19,54.19,15,15
13/04/2009,94.11,102.44,54.19,54.19,15,15
20/04/2009,94.62,102.71,54.19,54.19,15,15
27/04/2009,95.13,102.83,54.19,54.19,15,15
04/05/2009,95.6,102.8,54.19,54.19,15,15
11/05/2009,96.59,103.1,54.19,54.19,15,15
18/05/2009,97.54,103.37,54.19,54.19,15,15
25/05/2009,98.9,103.55,54.19,54.19,15,15
01/06/2009,99.39,103.55,54.19,54.19,15,15
08/06/2009,100.59,103.78,54.19,54.19,15,15
15/06/2009,101.98,104.5,54.19,54.19,15,15
22/06/2009,102.81,104.92,54.19,54.19,15,15
29/06/2009,103.3,105.05,54.19,54.19,15,15
06/07/2009,103.57,105.11,54.19,54.19,15,15
13/07/2009,102.78,104.04,54.19,54.19,15,15
20/07/2009,102.22,102.99,54.19,54.19,15,15
27/07/2009,102.17,102.91,54.19,54.19,15,15
03/08/2009,102.36,103.2,54.19,54.19,15,15
10/08/2009,103.01,103.79,54.19,54.19,15,15
17/08/2009,103.96,104.45,54.19,54.19,15,15
24/08/2009,104.7,105.11,54.19,54.19,15,15
31/08/2009,105.11,105.5,54.19,54.19,15,15
07/09/2009,106.85,107.3,56.19,56.19,15,15
14/09/2009,106.43,107.09,56.19,56.19,15,15
21/09/2009,105.96,106.79,56.19,56.19,15,15
28/09/2009,105.44,106.39,56.19,56.19,15,15
05/10/2009,104.87,105.85,56.19,56.19,15,15
12/10/2009,104.71,105.69,56.19,56.19,15,15
19/10/2009,105.08,106.28,56.19,56.19,15,15
26/10/2009,106.76,107.78,56.19,56.19,15,15
02/11/2009,107.43,108.51,56.19,56.19,15,15
09/11/2009,108.1,109.35,56.19,56.19,15,15
16/11/2009,108.48,109.65,56.19,56.19,15,15
23/11/2009,108.73,109.87,56.19,56.19,15,15
30/11/2009,108.79,109.99,56.19,56.19,15,15
07/12/2009,108.64,109.87,56.19,56.19,15,15
14/12/2009,108.5,109.57,56.19,56.19,15,15
21/12/2009,107.47,109.13,56.19,56.19,15,15
28/12/2009,107.44,109.17,56.19,56.19,15,15
04/01/2010,109.34,111.08,56.19,56.19,17.5,17.5
11/01/2010,110.72,112.59,56.19,56.19,17.5,17.5
18/01/2010,111.6,113.39,56.19,56.19,17.5,17.5
25/01/2010,111.87,113.71,56.19,56.19,17.5,17.5
01/02/2010,111.91,113.75,56.19,56.19,17.5,17.5
08/02/2010,111.95,113.79,56.19,56.19,17.5,17.5
15/02/2010,111.89,113.68,56.19,56.19,17.5,17.5
22/02/2010,111.56,112.76,56.19,56.19,17.5,17.5
01/03/2010,112.42,113.41,56.19,56.19,17.5,17.5
08/03/2010,113.71,114.68,56.19,56.19,17.5,17.5
15/03/2010,115.46,116.21,56.19,56.19,17.5,17.5
22/03/2010,116.59,117.28,56.19,56.19,17.5,17.5
29/03/2010,117.28,118.21,56.19,56.19,17.5,17.5
05/04/2010,119.29,120.09,57.19,57.19,17.5,17.5
12/04/2010,119.94,121.11,57.19,57.19,17.5,17.5
19/04/2010,120.55,121.74,57.19,57.19,17.5,17.5
26/04/2010,120.99,122.31,57.19,57.19,17.5,17.5
03/05/2010,121.18,122.68,57.19,57.19,17.5,17.5
10/05/2010,121.31,122.82,57.19,57.19,17.5,17.5
17/05/2010,121.3,122.83,57.19,57.19,17.5,17.5
24/05/2010,119.93,121.92,57.19,57.19,17.5,17.5
31/05/2010,118.54,120.76,57.19,57.19,17.5,17.5
07/06/2010,118.2,120.4,57.19,57.19,17.5,17.5
14/06/2010,117.87,120.21,57.19,57.19,17.5,17.5
21/06/2010,117.8,120.39,57.19,57.19,17.5,17.5
28/06/2010,117.88,120.38,57.19,57.19,17.5,17.5
