,Mean kWh
2020-03-12 00:30:00,0.203980410115504
2020-03-12 01:00:00,0.19490752896080318
2020-03-12 01:30:00,0.18580386370189464
2020-03-12 02:00:00,0.17926442103834872
2020-03-12 02:30:00,0.1708604029919097
2020-03-12 03:00:00,0.16285595922590282
2020-03-12 03:30:00,0.1548762699503045
2020-03-12 04:00:00,0.14915242795841185
2020-03-12 04:30:00,0.1443718007428892
2020-03-12 05:00:00,0.15277413965637146
2020-03-12 05:30:00,0.16572950694550445
2020-03-12 06:00:00,0.20086248070693183
2020-03-12 06:30:00,0.23616258756084738
2020-03-12 07:00:00,0.26021547176851695
2020-03-12 07:30:00,0.2658471904204617
2020-03-12 08:00:00,0.2517269204023135
2020-03-12 08:30:00,0.23229297477908364
2020-03-12 09:00:00,0.22602473752946955
2020-03-12 09:30:00,0.22049063772048855
2020-03-12 10:00:00,0.2161195725915874
2020-03-12 10:30:00,0.21335666553595659
2020-03-12 11:00:00,0.21169622625508808
2020-03-12 11:30:00,0.2122129833785617
2020-03-12 12:00:00,0.21701373812754404
2020-03-12 12:30:00,0.21724808344640434
2020-03-12 13:00:00,0.2154415620759838
2020-03-12 13:30:00,0.21126087177747632
2020-03-12 14:00:00,0.20997930800542738
2020-03-12 14:30:00,0.2108498812754409
2020-03-12 15:00:00,0.21655586838534602
2020-03-12 15:30:00,0.2380559352792523
2020-03-12 16:00:00,0.26833993656824
2020-03-12 16:30:00,0.3031773630026627
2020-03-12 17:00:00,0.3374593460083784
2020-03-12 17:30:00,0.37268512236902374
2020-03-12 18:00:00,0.4030995912552366
2020-03-12 18:30:00,0.4126984701752005
2020-03-12 19:00:00,0.40594612540492847
2020-03-12 19:30:00,0.3904371109716594
2020-03-12 20:00:00,0.36963832872576785
2020-03-12 20:30:00,0.3516305947999525
2020-03-12 21:00:00,0.32748320924000596
2020-03-12 21:30:00,0.30119162666847565
2020-03-12 22:00:00,0.2711021353097811
2020-03-12 22:30:00,0.23815119316158145
2020-03-12 23:00:00,0.20677812452298974
2020-03-12 23:30:00,0.18328568036498707
2020-03-13 00:00:00,0.2033731555147558
2020-03-13 00:30:00,0.20930129708962328
2020-03-13 01:00:00,0.19967268461852314
2020-03-13 01:30:00,0.19066660716714262
2020-03-13 02:00:00,0.1825499201006393
2020-03-13 02:30:00,0.17328994968040262
2020-03-13 03:00:00,0.16437810247518023
2020-03-13 03:30:00,0.15602402930776557
2020-03-13 04:00:00,0.15049913300693596
2020-03-13 04:30:00,0.1461414218686251
2020-03-13 05:00:00,0.15349487454100375
2020-03-13 05:30:00,0.16680587855297174
2020-03-13 06:00:00,0.19795168638650895
2020-03-13 06:30:00,0.23485301917584658
2020-03-13 07:00:00,0.2577162212702298
2020-03-13 07:30:00,0.2669436709506325
2020-03-13 08:00:00,0.25476586286326275
2020-03-13 08:30:00,0.2398061436986291
2020-03-13 09:00:00,0.2343210369740756
2020-03-13 09:30:00,0.23182313642158947
2020-03-13 10:00:00,0.22803155917451465
2020-03-13 10:30:00,0.22430698488789155
2020-03-13 11:00:00,0.2240401006340625
2020-03-13 11:30:00,0.22523906539514163
2020-03-13 12:00:00,0.2290199058255563
2020-03-13 12:30:00,0.22897278483702355
2020-03-13 13:00:00,0.22745013811567713
2020-03-13 13:30:00,0.22474364880370576
2020-03-13 14:00:00,0.22183715949173427
2020-03-13 14:30:00,0.22059365942798861
2020-03-13 15:00:00,0.22469604610049623
2020-03-13 15:30:00,0.2421024172162917
2020-03-13 16:00:00,0.2718903413340586
2020-03-13 16:30:00,0.3036389219419324
2020-03-13 17:00:00,0.3375382045964506
2020-03-13 17:30:00,0.3629700907731012
2020-03-13 18:00:00,0.38792983842865286
2020-03-13 18:30:00,0.3972089548433157
2020-03-13 19:00:00,0.3891568797436617
2020-03-13 19:30:00,0.3693821362094902
2020-03-13 20:00:00,0.34626896827218095
2020-03-13 20:30:00,0.3320777684285679
2020-03-13 21:00:00,0.3102537630570217
2020-03-13 21:30:00,0.28741400851628024
2020-03-13 22:00:00,0.2634080845168583
2020-03-13 22:30:00,0.23760230160551443
2020-03-13 23:00:00,0.2108544497989921
2020-03-13 23:30:00,0.18931740567922012
2020-03-14 00:00:00,0.2084903247189197
2020-03-14 00:30:00,0.21250144045686697
2020-03-14 01:00:00,0.20081647134808067
2020-03-14 01:30:00,0.18948541271851185
2020-03-14 02:00:00,0.1806186910963619
2020-03-14 02:30:00,0.1719289629560385
2020-03-14 03:00:00,0.162968726364185
2020-03-14 03:30:00,0.15450930985544448
2020-03-14 04:00:00,0.14756689413704321
2020-03-14 04:30:00,0.14075708543311444
2020-03-14 05:00:00,0.14317107868548756
2020-03-14 05:30:00,0.14756378377000287
2020-03-14 06:00:00,0.16352218473540633
2020-03-14 06:30:00,0.18123943877420948
2020-03-14 07:00:00,0.19959892411894187
2020-03-14 07:30:00,0.22499188415157526
2020-03-14 08:00:00,0.2495683218465043
2020-03-14 08:30:00,0.26667583346788915
2020-03-14 09:00:00,0.27845366317954295
2020-03-14 09:30:00,0.2859338919529876
2020-03-14 10:00:00,0.2900654026905525
2020-03-14 10:30:00,0.290988943749947
2020-03-14 11:00:00,0.2905025792251275
2020-03-14 11:30:00,0.29207026370133676
2020-03-14 12:00:00,0.29654998257854515
2020-03-14 12:30:00,0.296328449660494
2020-03-14 13:00:00,0.2915701234798719
2020-03-14 13:30:00,0.2845486313535196
2020-03-14 14:00:00,0.2791313067790704
2020-03-14 14:30:00,0.2763678986326281
2020-03-14 15:00:00,0.28184462611858485
2020-03-14 15:30:00,0.28674179704430136
2020-03-14 16:00:00,0.3012170118380908
2020-03-14 16:30:00,0.32550183137731475
2020-03-14 17:00:00,0.35671981201825415
2020-03-14 17:30:00,0.3774583967162683
2020-03-14 18:00:00,0.3952772900714705
2020-03-14 18:30:00,0.3971561060593184
2020-03-14 19:00:00,0.3814563780062888
2020-03-14 19:30:00,0.3570423897340019
2020-03-14 20:00:00,0.33247277980793744
2020-03-14 20:30:00,0.3160946375456785
2020-03-14 21:00:00,0.29497813376391613
2020-03-14 21:30:00,0.2755064247471743
2020-03-14 22:00:00,0.25390332285204376
2020-03-14 22:30:00,0.2321387524432736
2020-03-14 23:00:00,0.20901813546358453
2020-03-14 23:30:00,0.18792178125265588
2020-03-15 00:00:00,0.20826620214980676
2020-03-15 00:30:00,0.2099428734089017
2020-03-15 01:00:00,0.1977661593888876
2020-03-15 01:30:00,0.18598593727429544
2020-03-15 02:00:00,0.1758592379851812
2020-03-15 02:30:00,0.166233311807491
2020-03-15 03:00:00,0.15770024131602203
2020-03-15 03:30:00,0.14932888654748164
2020-03-15 04:00:00,0.14282647338726134
2020-03-15 04:30:00,0.13680834919448032
2020-03-15 05:00:00,0.13782818129291013
2020-03-15 05:30:00,0.1412412905308953
2020-03-15 06:00:00,0.15323745634681238
2020-03-15 06:30:00,0.16738671413641032
2020-03-15 07:00:00,0.18005253677064118
2020-03-15 07:30:00,0.20353264961041398
2020-03-15 08:00:00,0.2316879062614178
2020-03-15 08:30:00,0.2578857582271918
2020-03-15 09:00:00,0.27913645285455724
2020-03-15 09:30:00,0.29381762101810716
2020-03-15 10:00:00,0.3016370688849423
2020-03-15 10:30:00,0.3055125542744012
2020-03-15 11:00:00,0.3113698168037524
2020-03-15 11:30:00,0.31908705220583217
2020-03-15 12:00:00,0.3304503772687104
2020-03-15 12:30:00,0.3367025210512451
2020-03-15 13:00:00,0.33467005412570416
2020-03-15 13:30:00,0.32706858754853896
2020-03-15 14:00:00,0.32130772629557575
2020-03-15 14:30:00,0.3203337156937716
2020-03-15 15:00:00,0.3239915455858611
2020-03-15 15:30:00,0.33293999490186094
2020-03-15 16:00:00,0.35475697170532755
2020-03-15 16:30:00,0.3798574815192456
2020-03-15 17:00:00,0.4042319568357549
2020-03-15 17:30:00,0.41797542696915624
2020-03-15 18:00:00,0.4281826477810539
2020-03-15 18:30:00,0.43023933860703034
2020-03-15 19:00:00,0.4183475032075518
2020-03-15 19:30:00,0.39371441316668215
2020-03-15 20:00:00,0.3719937548325701
2020-03-15 20:30:00,0.34575151880772537
2020-03-15 21:00:00,0.3211190065510532
2020-03-15 21:30:00,0.2913328546787775
2020-03-15 22:00:00,0.2622757475083056
2020-03-15 22:30:00,0.23010283709034665
2020-03-15 23:00:00,0.1994820249636761
2020-03-15 23:30:00,0.17626647747066476
2020-03-16 00:00:00,0.19628039514324366
2020-03-16 00:30:00,0.2010909802520186
2020-03-16 01:00:00,0.18990903676476842
2020-03-16 01:30:00,0.17997778458449254
2020-03-16 02:00:00,0.1724657069198765
2020-03-16 02:30:00,0.16456203416941775
2020-03-16 03:00:00,0.15690430691216
2020-03-16 03:30:00,0.1496059796480959
2020-03-16 04:00:00,0.1455093846782154
2020-03-16 04:30:00,0.14214066807337583
2020-03-16 05:00:00,0.15053806622877186
2020-03-16 05:30:00,0.16383069435818037
2020-03-16 06:00:00,0.19653158687347394
2020-03-16 06:30:00,0.2316445934333336
2020-03-16 07:00:00,0.25360730512022034
2020-03-16 07:30:00,0.2645196028383277
2020-03-16 08:00:00,0.25096954923681664
2020-03-16 08:30:00,0.2335089122389075
2020-03-16 09:00:00,0.22896515961067243
2020-03-16 09:30:00,0.22673558113615286
2020-03-16 10:00:00,0.22179817419195666
2020-03-16 10:30:00,0.21859691333866485
2020-03-16 11:00:00,0.2177948493253245
2020-03-16 11:30:00,0.21845489969201454
2020-03-16 12:00:00,0.22317817915755608
2020-03-16 12:30:00,0.2242937833399978
2020-03-16 13:00:00,0.22056981087128527
2020-03-16 13:30:00,0.2147007546431398
2020-03-16 14:00:00,0.21335820451084317
2020-03-16 14:30:00,0.2116843771003666
2020-03-16 15:00:00,0.21540806030338874
2020-03-16 15:30:00,0.23360624133266406
2020-03-16 16:00:00,0.26581606955989073
2020-03-16 16:30:00,0.30162281455516887
2020-03-16 17:00:00,0.33332519419086426
2020-03-16 17:30:00,0.3656077216923743
2020-03-16 18:00:00,0.39822891976280217
2020-03-16 18:30:00,0.41175669352300087
2020-03-16 19:00:00,0.40624543343060593
2020-03-16 19:30:00,0.3873381175609795
2020-03-16 20:00:00,0.3654639906754355
2020-03-16 20:30:00,0.3439139604726944
2020-03-16 21:00:00,0.31898876117714137
2020-03-16 21:30:00,0.2909015739322784
2020-03-16 22:00:00,0.2612639867279224
2020-03-16 22:30:00,0.22964064999149214
2020-03-16 23:00:00,0.1992985621915944
2020-03-16 23:30:00,0.1748277196892999
2020-03-17 00:00:00,0.19547875884174226
2020-03-17 00:30:00,0.20072761979879014
2020-03-17 01:00:00,0.1898240965270727
2020-03-17 01:30:00,0.17981201543883202
2020-03-17 02:00:00,0.17118646584997485
2020-03-17 02:30:00,0.16267233871170741
2020-03-17 03:00:00,0.1540518874652839
2020-03-17 03:30:00,0.14656758208103648
2020-03-17 04:00:00,0.14189332192211854
2020-03-17 04:30:00,0.1384348847551205
2020-03-17 05:00:00,0.14591998724628932
2020-03-17 05:30:00,0.15869682248009334
2020-03-17 06:00:00,0.1894574135138989
2020-03-17 06:30:00,0.221555415712236
2020-03-17 07:00:00,0.2425078326243277
2020-03-17 07:30:00,0.2503490208252925
2020-03-17 08:00:00,0.241792176736615
2020-03-17 08:30:00,0.22907782989184688
2020-03-17 09:00:00,0.22356330181317816
2020-03-17 09:30:00,0.22125455811650993
2020-03-17 10:00:00,0.22050833165525568
2020-03-17 10:30:00,0.21853275160464825
2020-03-17 11:00:00,0.2192963879682846
2020-03-17 11:30:00,0.22255444896589338
2020-03-17 12:00:00,0.22977602886269244
2020-03-17 12:30:00,0.23149351008935698
2020-03-17 13:00:00,0.2301248814867642
2020-03-17 13:30:00,0.22567568066451324
2020-03-17 14:00:00,0.22429056508788858
2020-03-17 14:30:00,0.22420524394848343
2020-03-17 15:00:00,0.22870843646432018
2020-03-17 15:30:00,0.24826849629990114
2020-03-17 16:00:00,0.2789489373841106
2020-03-17 16:30:00,0.3149351187629522
2020-03-17 17:00:00,0.3524234857828453
2020-03-17 17:30:00,0.38180832641143725
2020-03-17 18:00:00,0.40626606928607994
2020-03-17 18:30:00,0.412791294352572
2020-03-17 19:00:00,0.4066335758094423
2020-03-17 19:30:00,0.3838175388255432
2020-03-17 20:00:00,0.35850674150704337
2020-03-17 20:30:00,0.33541363571530464
2020-03-17 21:00:00,0.31068419374596223
2020-03-17 21:30:00,0.28493151098693636
2020-03-17 22:00:00,0.2562366701066391
2020-03-17 22:30:00,0.22255501019406487
2020-03-17 23:00:00,0.19345429451198531
2020-03-17 23:30:00,0.16996820962017675
2020-03-18 00:00:00,0.1896985764528555
2020-03-18 00:30:00,0.19394464076369114
2020-03-18 01:00:00,0.18383275833193777
2020-03-18 01:30:00,0.1735204404622342
2020-03-18 02:00:00,0.16474259755484844
2020-03-18 02:30:00,0.1568651147211523
2020-03-18 03:00:00,0.14940173337799373
2020-03-18 03:30:00,0.14212014737899856
2020-03-18 04:00:00,0.13720662368112543
2020-03-18 04:30:00,0.13347540612962663
2020-03-18 05:00:00,0.1404555769552839
2020-03-18 05:30:00,0.15138470105509969
2020-03-18 06:00:00,0.17977058473802765
2020-03-18 06:30:00,0.21049029492053398
2020-03-18 07:00:00,0.23340428899197807
2020-03-18 07:30:00,0.24687830550484835
2020-03-18 08:00:00,0.24251468741102988
2020-03-18 08:30:00,0.23461754435912688
2020-03-18 09:00:00,0.23345824506167154
2020-03-18 09:30:00,0.231922636343083
2020-03-18 10:00:00,0.23430974770354118
2020-03-18 10:30:00,0.23433172839402794
2020-03-18 11:00:00,0.23806239166659698
2020-03-18 11:30:00,0.24216337723889036
2020-03-18 12:00:00,0.2522595228724785
2020-03-18 12:30:00,0.2529079406814434
2020-03-18 13:00:00,0.2494553059293436
2020-03-18 13:30:00,0.24414561684097705
2020-03-18 14:00:00,0.241176582400375
2020-03-18 14:30:00,0.2394240724148614
2020-03-18 15:00:00,0.2438596417775471
2020-03-18 15:30:00,0.2620867085904725
2020-03-18 16:00:00,0.29189420798338683
2020-03-18 16:30:00,0.32396458806092626
2020-03-18 17:00:00,0.3594125168518626
2020-03-18 17:30:00,0.3812233070681526
2020-03-18 18:00:00,0.4084512112407159
2020-03-18 18:30:00,0.4173790643343408
2020-03-18 19:00:00,0.40637864565452203
2020-03-18 19:30:00,0.3857486832519698
2020-03-18 20:00:00,0.3634748833976707
2020-03-18 20:30:00,0.33984326302303575
2020-03-18 21:00:00,0.3167414987062795
2020-03-18 21:30:00,0.28925418051799057
2020-03-18 22:00:00,0.26279611967543937
2020-03-18 22:30:00,0.2333832678797216
2020-03-18 23:00:00,0.20216788223374063
2020-03-18 23:30:00,0.17674434572904707
2020-03-19 00:00:00,0.1960681525466255
2020-03-19 00:30:00,0.19880295224554662
2020-03-19 01:00:00,0.18833535167684204
2020-03-19 01:30:00,0.17730904909258172
2020-03-19 02:00:00,0.16855891946140342
2020-03-19 02:30:00,0.1600515764823953
2020-03-19 03:00:00,0.15245611775528978
2020-03-19 03:30:00,0.14604682612695497
2020-03-19 04:00:00,0.14166592790833832
2020-03-19 04:30:00,0.1383864263611275
2020-03-19 05:00:00,0.14540141339800955
2020-03-19 05:30:00,0.1567214769591035
2020-03-19 06:00:00,0.1845269381951995
2020-03-19 06:30:00,0.21393975077360544
2020-03-19 07:00:00,0.23514659195450371
2020-03-19 07:30:00,0.24803714978673588
2020-03-19 08:00:00,0.24831660115413562
2020-03-19 08:30:00,0.2413989629505729
2020-03-19 09:00:00,0.2396231078029605
2020-03-19 09:30:00,0.240533068495442
2020-03-19 10:00:00,0.24180666555155964
2020-03-19 10:30:00,0.24106211372322725
2020-03-19 11:00:00,0.24405002885315014
2020-03-19 11:30:00,0.24845047335496606
2020-03-19 12:00:00,0.2587400060214765
2020-03-19 12:30:00,0.2598560532566153
2020-03-19 13:00:00,0.2576349479811327
2020-03-19 13:30:00,0.25220232161375583
2020-03-19 14:00:00,0.24784368414009975
2020-03-19 14:30:00,0.24461566252968917
2020-03-19 15:00:00,0.25143474224734885
2020-03-19 15:30:00,0.26725292710668036
2020-03-19 16:00:00,0.29716277786140793
2020-03-19 16:30:00,0.33099328449328447
2020-03-19 17:00:00,0.3676863448575776
2020-03-19 17:30:00,0.3943887234896634
2020-03-19 18:00:00,0.4228373419415269
2020-03-19 18:30:00,0.42837326052050584
2020-03-19 19:00:00,0.4167601609018532
2020-03-19 19:30:00,0.39454073559911684
2020-03-19 20:00:00,0.368439553087576
2020-03-19 20:30:00,0.3463042249280791
2020-03-19 21:00:00,0.3204033083561919
2020-03-19 21:30:00,0.29309679199839433
2020-03-19 22:00:00,0.2649865524854485
2020-03-19 22:30:00,0.2337899076737807
2020-03-19 23:00:00,0.2035098012979194
2020-03-19 23:30:00,0.18046025122098086
2020-03-20 00:00:00,0.19961812216474997
2020-03-20 00:30:00,0.20422927233465574
2020-03-20 01:00:00,0.19339938733490686
2020-03-20 01:30:00,0.18293981318736505
2020-03-20 02:00:00,0.17478418621001357
2020-03-20 02:30:00,0.1662615795376555
2020-03-20 03:00:00,0.15838735164632828
2020-03-20 03:30:00,0.15103705284654922
2020-03-20 04:00:00,0.14678549188972034
2020-03-20 04:30:00,0.14261442273891428
2020-03-20 05:00:00,0.15005686402517623
2020-03-20 05:30:00,0.16185521183816273
2020-03-20 06:00:00,0.18834390431711276
2020-03-20 06:30:00,0.21733124926764763
2020-03-20 07:00:00,0.23767448400542346
2020-03-20 07:30:00,0.24980329433033688
2020-03-20 08:00:00,0.25149065936825193
2020-03-20 08:30:00,0.24789485930464172
2020-03-20 09:00:00,0.24853447049272265
2020-03-20 09:30:00,0.24816363545058115
2020-03-20 10:00:00,0.24946652549820467
2020-03-20 10:30:00,0.2501980214592993
2020-03-20 11:00:00,0.2514001104768919
2020-03-20 11:30:00,0.2535489278719806
2020-03-20 12:00:00,0.26338964865000575
2020-03-20 12:30:00,0.26441782512993495
2020-03-20 13:00:00,0.26180007197676647
2020-03-20 13:30:00,0.2560670220868239
2020-03-20 14:00:00,0.2512433484261358
2020-03-20 14:30:00,0.24949909611328722
2020-03-20 15:00:00,0.251197114257976
2020-03-20 15:30:00,0.2640207810250744
2020-03-20 16:00:00,0.2894368618392419
2020-03-20 16:30:00,0.3202925496300759
2020-03-20 17:00:00,0.34813738126124605
2020-03-20 17:30:00,0.3725166422563501
2020-03-20 18:00:00,0.4015619115370129
2020-03-20 18:30:00,0.41488909905009
2020-03-20 19:00:00,0.40970120098757173
2020-03-20 19:30:00,0.3866546009959408
2020-03-20 20:00:00,0.3628892413273632
2020-03-20 20:30:00,0.3420015064652467
2020-03-20 21:00:00,0.31964629869858124
2020-03-20 21:30:00,0.2957004728627023
2020-03-20 22:00:00,0.27146363141816954
2020-03-20 22:30:00,0.245045227434406
2020-03-20 23:00:00,0.21809434657069926
2020-03-20 23:30:00,0.19370287483784576
2020-03-21 00:00:00,0.21272021991447765
2020-03-21 00:30:00,0.21421024928661686
2020-03-21 01:00:00,0.20178437000527186
2020-03-21 01:30:00,0.19023747081614378
2020-03-21 02:00:00,0.18117978092233533
2020-03-21 02:30:00,0.17190777483033623
2020-03-21 03:00:00,0.1636050911707853
2020-03-21 03:30:00,0.1544427494330592
2020-03-21 04:00:00,0.15024485150751885
2020-03-21 04:30:00,0.1445183303905407
2020-03-21 05:00:00,0.1476885800118828
2020-03-21 05:30:00,0.15376073003573193
2020-03-21 06:00:00,0.16909681090534814
2020-03-21 06:30:00,0.18480666270575133
2020-03-21 07:00:00,0.19885091338147792
2020-03-21 07:30:00,0.22138091731449938
2020-03-21 08:00:00,0.2419490046108401
2020-03-21 08:30:00,0.26065698194994186
2020-03-21 09:00:00,0.2742081488857835
2020-03-21 09:30:00,0.28509163103237617
2020-03-21 10:00:00,0.28876205220039985
2020-03-21 10:30:00,0.29200139747784526
2020-03-21 11:00:00,0.2929751884921464
2020-03-21 11:30:00,0.2974756573111746
2020-03-21 12:00:00,0.3054481598634333
2020-03-21 12:30:00,0.3070363592241132
2020-03-21 13:00:00,0.30056280229619575
2020-03-21 13:30:00,0.2939552476109186
2020-03-21 14:00:00,0.28805339659587287
2020-03-21 14:30:00,0.285151545580827
2020-03-21 15:00:00,0.2876354956402405
2020-03-21 15:30:00,0.2942470000502082
2020-03-21 16:00:00,0.3119617328580275
2020-03-21 16:30:00,0.33984134993556603
2020-03-21 17:00:00,0.37791787585145026
2020-03-21 17:30:00,0.4034974979498252
2020-03-21 18:00:00,0.4243599939749963
2020-03-21 18:30:00,0.4345382169336077
2020-03-21 19:00:00,0.42226651436796053
2020-03-21 19:30:00,0.39137479707452566
2020-03-21 20:00:00,0.3619492477113354
2020-03-21 20:30:00,0.3407659704440093
2020-03-21 21:00:00,0.3171999129721677
2020-03-21 21:30:00,0.29484745025187853
2020-03-21 22:00:00,0.27076134290639486
2020-03-21 22:30:00,0.24502474435574298
2020-03-21 23:00:00,0.2181390604341349
2020-03-21 23:30:00,0.1936797175060876
2020-03-22 00:00:00,0.2120502509620211
2020-03-22 00:30:00,0.2106522517398286
2020-03-22 01:00:00,0.19767517292717415
2020-03-22 01:30:00,0.18519320576723655
2020-03-22 02:00:00,0.17664623091204068
2020-03-22 02:30:00,0.16728083291520315
2020-03-22 03:00:00,0.15925986319468838
2020-03-22 03:30:00,0.15237682395538055
2020-03-22 04:00:00,0.14774286096547345
2020-03-22 04:30:00,0.14347337129669124
2020-03-22 05:00:00,0.14550474541972927
2020-03-22 05:30:00,0.1505508366154078
